NomVideo	Duree	Interaction	InterventionCourte	InterventionLongue	SPonctuel	SLocalise	SPresent	SRegulier	SImportant	DistributionLocuteur	TransitionLocuteur	Parole	Musique	Parole+Musique	Parole+NonMusique	NonParole+Musique	NonParole+NonMusique	VisageNombreMin	VisageNombreMax	NombreTransitionPlan	IntraVariationMoyen
BrooklynReview-BREps200796.xml	1743	0.36	1.3	2.09	0.0	14.26	44.5	20.8	7.45	100.0	0.414739854426	62.6	37.07	19.52	43.03	17.55	19.78	0	3	0.592485506322	7.16359081303
BURNcast-BURNcastTV16RangerHooper854.xml	585	0.0	1.29	0.0	0.0	0.0	0.46	12.46	82.86	100.0	0.788954635108	92.1	16.62	13.01	78.77	3.61	3.93	0	1	0.175323252246	7.1476747736
Bushcraft-AZOfBushcraftSurvivalSkillsTrailer281.xml	23	0.0	0.0	59.26	0.0	0.0	0.0	0.0	59.26	100.0	0.0	56.24	64.78	30.21	21.76	34.57	6.5	0	0	56.7107750474	2.8437481103
Cadem-2009CDPStateConventionSaturdayAfternoonSession454.xml	8077	2.37	0.62	3.96	0.0	19.14	0.0	0.0	3.97	100.0	0.0321898630473	23.01	10.42	6.01	16.99	4.41	1.43	0	3	0.0174744970828	6.81102030399
CalvaryAustin-HeroesSeries09Samson2183.xml	2988	0.88	0.85	2.39	0.0	0.0	0.44	9.77	82.36	100.0	0.47714284178	68.36	33.29	19.67	48.67	13.62	17.96	0	1	0.0212810187649	4.3250039604
Calvinministries-51709GettingThroughTheToughStuffPastorChrisCassis493.xml	2431	0.89	0.33	0.0	0.0	0.0	1.26	91.13	0.0	100.0	1.41122458252	93.86	35.55	30.3	63.5	5.25	0.56	0	0	0.0067684632255	6.34068694828
Cardatavideo-NewLexusHS250hHybridSedan196.xml	263	0.0	2.59	0.0	0.0	0.0	2.59	0.0	90.49	100.0	0.433720308232	84.58	16.39	12.07	72.03	4.32	6.3	0	2	2.02402810508	5.14366804064
Cashflowcoach-8000AtClosing998.xml	193	0.0	0.75	91.29	0.0	0.0	0.75	0.0	91.29	100.0	0.268463582915	88.29	24.87	20.83	66.88	4.04	4.73	0	1	1.34231791458	8.02893035716
CelticChristianityToday-CelticChristianityHomilyRepentOrTheTimeIsNearPart1By246.xml	626	27.64	0.27	12.5	0.0	0.0	2.7	0.0	89.28	100.0	0.280701038083	90.28	20.43	17.0	73.02	3.43	2.16	0	1	0.612438628546	6.12000035728
CherylColan-MacBasicsTheDesktop885.xml	339	1.73	6.88	0.0	0.0	8.11	0.0	0.0	0.0	100.0	0.0	9.65	95.99	6.38	3.11	89.6	0.34	0	0	0.174032596305	4.33643325893
Cinemapsychic-46CinemaPsychicThePsychicIsRising808.xml	119	95.18	2.07	0.0	0.0	0.0	5.45	0.0	91.55	100.0	0.706164818869	46.68	7.31	2.58	43.16	4.73	1.21	1	1	0.706164818869	3.77079084254
Clickpopmedia-ReidRossiDishesAboutTheLegendaryRickySpaniel704.xml	158	0.0	0.0	81.47	0.0	7.65	0.0	0.0	73.82	100.0	0.400576830636	15.16	19.56	9.48	4.98	10.08	0.02	0	3	2.00288415318	8.04327506049
Cmatthieu-73sorgHamBrief30122.xml	553	0.0	0.0	0.0	0.0	0.0	0.52	2.95	84.56	100.0	1.83120836863	89.35	33.35	25.39	63.86	7.96	2.36	0	2	0.490502241595	9.18984624524
Commonpeople-AVeryJungleBookChristmasBaby469.xml	51	0.0	0.0	81.55	0.0	0.0	0.0	0.0	81.55	100.0	0.0	7.94	61.37	2.68	3.78	58.69	31.71	0	3	53.8254517494	7.52719085958
Commonpeople-ClimateChangeExplorerPaulRoseInterview890.xml	320	4.12	2.02	3.36	0.0	0.0	0.0	3.13	83.31	100.0	0.87890625	16.11	10.56	4.0	11.7	6.56	0.52	0	0	0.09765625	0.0
Commonpeople-Django400.xml	46	0.0	5.61	0.0	0.0	5.61	0.0	0.0	0.0	100.0	0.0	44.38	95.22	41.53	0.0	53.69	0.0	0	1	37.8071833648	6.56584998442
Commonpeople-MorecambeCanonHG10Semanal5634.xml	73	0.0	4.92	0.0	0.0	4.92	0.0	0.0	0.0	100.0	1.8765246763	7.29	42.88	7.29	0.0	35.59	0.0	0	1	43.1600675549	7.03654195604
Coruway-BaldGuyOnClimateChange001743.xml	67	0.0	0.0	89.63	0.0	0.0	0.0	0.0	89.63	100.0	0.0	84.02	44.03	38.72	43.0	5.31	3.12	0	1	4.45533526399	5.58337784952
Craftedwebmaster-WebsiteMakeoverPart2376.xml	402	98.89	0.0	0.0	0.0	0.0	0.0	0.0	98.54	100.0	0.0	98.99	5.9	5.35	93.23	0.55	0.42	0	0	0.866315190219	5.83734801417
Crashsolo-OneMinuteAbhorsen163.xml	56	0.0	0.0	88.63	0.0	0.0	0.0	0.0	88.63	100.0	0.0	31.13	5.18	1.39	27.86	3.79	2.14	0	1	3.1887755102	6.67232828894
Crashsolo-OneMinuteHiaasen553.xml	63	0.0	0.0	0.0	0.0	0.0	10.21	0.0	81.63	100.0	2.51952632905	58.59	23.33	12.19	43.76	11.14	20.37	0	1	2.51952632905	5.96069660955
Crashsolo-OneMinuteJupiter166.xml	67	0.0	0.0	93.27	0.0	0.0	0.0	0.0	93.27	100.0	0.0	25.9	4.48	0.87	23.31	3.61	4.16	0	1	6.68300289597	7.27789194832
Crashsolo-OneMinuteKissOfShadows143.xml	91	76.49	5.9	0.0	0.0	0.0	0.0	0.0	81.32	100.0	0.0	84.28	29.78	24.27	58.93	5.51	0.74	0	1	1.20758362516	5.77689020291
Crashsolo-OneMinuteLeGuin773.xml	87	0.0	0.0	0.0	0.0	0.0	0.0	7.43	92.56	100.0	2.64235698243	21.49	12.07	9.26	11.07	2.8	0.08	0	1	1.32117849122	6.46246763852
Crashsolo-OneMinuteLirael820.xml	70	0.0	0.0	91.4	0.0	0.0	0.0	0.0	91.4	100.0	0.0	81.44	22.14	18.42	60.68	3.73	10.03	0	2	2.04081632653	6.6145525137
Crashsolo-OneMinuteMyceliumRunning508.xml	82	0.0	0.0	91.17	0.0	0.0	0.0	0.0	91.17	100.0	0.0	87.9	20.85	17.62	68.98	3.23	4.31	0	1	4.46162998216	7.25611192808
Crashsolo-OneMinuteOddJobs223.xml	47	0.0	2.89	57.4	0.0	0.0	0.0	0.0	60.3	100.0	0.0	66.49	20.85	11.24	50.16	9.61	4.09	0	1	4.52693526483	5.80954234991
Crashsolo-OneMinuteOpalDeception198.xml	72	0.0	0.0	92.1	0.0	0.0	0.0	0.0	92.1	100.0	0.0	20.28	7.5	2.98	16.04	4.52	4.79	0	1	9.64506172839	5.88433592438
Crashsolo-OneMinutePeaceWar537.xml	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.85	100.0	0.0	25.19	10.0	6.85	17.47	3.15	5.62	0	1	2.83446712018	6.54762923262
Crashsolo-OneMinutePopsicle340.xml	73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.84	100.0	5.6295740289	82.04	39.18	29.37	50.16	9.81	1.07	0	1	1.8765246763	5.95671099581
Crashsolo-OneMinutePtolemysGate435.xml	71	93.89	0.0	0.0	0.0	0.0	0.0	0.0	91.42	100.0	0.0	86.12	30.99	26.28	57.36	4.71	4.75	0	0	0.0	0.0
Crashsolo-OneMinuteRome1300350.xml	68	0.0	0.0	80.9	0.0	0.0	0.0	0.0	80.9	100.0	0.0	81.52	49.26	45.18	33.85	4.08	0.56	0	0	2.16262975778	5.62687624603
Crashsolo-OneMinuteSabriel700.xml	69	0.0	0.0	93.57	0.0	0.0	0.0	0.0	93.57	100.0	0.0	70.66	11.16	6.49	61.41	4.67	19.61	0	1	4.20079815165	6.60778606424
Crashsolo-OneMinuteSilentPlanet774.xml	67	0.0	0.0	79.91	0.0	0.0	0.0	0.0	79.91	100.0	0.0	80.91	33.88	27.31	53.59	6.57	4.02	0	1	6.68300289597	5.48885434128
Crashsolo-OneMinuteWodehouse213.xml	73	0.0	0.0	84.84	0.0	0.0	0.0	0.0	84.84	100.0	0.0	81.87	28.36	24.3	55.72	4.06	0.72	0	1	1.8765246763	5.99562006511
CTR-GaryVaynerchukAtTechCocktail807.xml	991	22.33	0.82	9.1	0.0	0.0	0.27	6.19	85.49	100.0	0.285108865766	24.08	98.77	23.92	0.11	74.85	0.92	0	1	0.346203622715	3.80103809332
Culinarymedia-BrunelloLuncheon617.xml	287	15.08	4.3	13.94	0.0	0.0	0.0	0.0	33.13	100.0	0.242809794947	22.86	77.56	6.54	15.69	71.02	5.57	0	2	5.5846252838	6.60288533807
Davidleeking-TrainToMadrid953.xml	179	0.0	7.09	0.0	0.0	7.09	0.0	0.0	0.0	100.0	0.312100121719	2.7	97.88	2.34	0.0	95.54	1.12	0	1	5.61780219095	7.66259093319
Deepintosports-DeepIntoSportscom51909PlayoffLetdowns846.xml	92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.57	100.0	0.0	95.43	17.93	15.8	78.76	2.14	1.13	1	1	1.18147448015	0.0
EconomyInCrisis-AmericasToughRoadToRecovery295.xml	207	99.12	0.0	0.0	0.0	0.0	0.0	0.0	98.38	100.0	0.0	96.0	10.34	9.5	85.56	0.84	2.66	1	1	0.0	0.0
EconomyInCrisis-CashForClunkers174.xml	203	98.23	0.0	0.0	0.0	0.0	3.7	0.0	94.46	100.0	0.242665437162	94.58	9.85	6.83	87.23	3.02	1.29	0	0	0.0	0.0
EconomyInCrisis-DailyUpdateAugust272009985.xml	176	0.0	0.0	0.0	0.0	0.0	9.18	0.0	86.09	100.0	0.322830578513	85.76	18.01	5.9	79.48	12.11	1.37	0	1	0.645661157023	5.46585944932
EconomyInCrisis-DailyUpdateForJuly282009613.xml	183	0.0	0.0	0.0	0.0	0.0	8.32	0.0	86.56	100.0	0.298605512258	86.59	19.56	7.93	78.07	11.63	0.89	0	2	0.597211024514	5.87059772142
EconomyInCrisis-DailyUpdateSeptember22009222.xml	205	0.0	0.0	0.0	0.0	0.0	7.94	0.0	87.56	100.0	0.237953599048	6.17	0.44	0.44	5.19	0.0	0.18	0	1	0.475907198097	5.64875520471
EconomyInCrisis-ForeignBiddersLiningUpToPickApartDetroit536.xml	193	98.92	0.0	0.0	0.0	0.0	3.98	0.0	94.93	100.0	0.268463582915	94.3	12.44	9.51	84.02	2.92	2.09	0	1	0.536927165829	5.27828118099
EconomyInCrisis-FundamentalFlawsInFreeTrade420.xml	187	98.75	0.0	0.0	0.0	0.0	4.18	0.0	94.57	100.0	0.285967571278	95.88	13.96	11.39	83.7	2.57	0.8	0	0	0.0	0.0
EconomyInCrisis-MidweekReportJuly222009820.xml	175	0.0	1.74	86.5	0.0	0.0	1.74	0.0	86.5	100.0	0.326530612245	13.13	0.17	0.17	12.39	0.0	0.01	0	1	0.653061224491	5.51460171493
EconomyInCrisis-RidingTheAsianWave392.xml	119	97.39	0.0	0.0	0.0	0.0	6.45	0.0	90.93	100.0	0.706164818869	92.67	14.2	9.89	81.93	4.32	1.51	0	1	0.706164818869	5.87397826057
EconomyInCrisis-TheSlowStimulus691.xml	188	0.0	0.0	0.0	0.0	0.0	3.3	0.0	93.68	100.0	0.282933454052	27.39	2.45	2.39	24.47	0.06	0.31	0	1	0.282933454052	5.67841000309
Etech-ETech09TimOReillyTheOReillyRadar431.xml	2618	0.0	0.4	0.0	0.0	0.0	0.5	76.49	19.95	100.0	0.226147824225	97.81	11.38	10.13	87.63	1.25	0.9	0	3	0.183836295821	7.38672372151
Fang-01MakeGlassPrecisionCook462.xml	41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.59	100.0	5.9488399762	12.78	28.05	1.22	9.18	26.83	37.65	0	1	77.3349196907	6.92624674677
Fang-03FibreDraw496.xml	44	0.0	0.0	83.95	0.0	0.0	0.0	0.0	83.95	100.0	0.0	15.05	7.27	2.6	9.8	4.67	20.2	0	0	51.652892562	7.00573879851
Fantasmagorio-Tartanvision22777.xml	353	4.63	0.0	40.06	0.0	18.76	0.0	0.0	39.65	100.0	0.401255126034	48.93	78.58	28.96	19.77	49.62	1.19	1	1	0.0802510252068	0.0
Ferfigheras-carretera775.xml	188	0.0	2.04	0.0	0.0	2.04	0.0	0.0	0.0	100.0	0.282933454052	4.08	82.23	4.08	0.0	78.16	0.0	0	1	3.11226799457	3.54816132116
Followsound-CMCAdvert735.xml	60	33.28	0.0	0.0	0.0	25.92	0.0	0.0	43.03	100.0	5.55555555555	35.17	58.33	12.02	20.47	46.31	17.37	0	0	38.8888888888	7.8639951801
Francoventoso-EugeneHideawayBridges2385.xml	200	0.0	10.58	8.07	0.0	13.38	0.0	0.0	5.26	100.0	0.75	3.88	98.65	3.4	0.2	95.25	0.1	0	0	0.75	5.04115285731
FrankPetrie-Clump007GbyeGeorge941.xml	232	29.64	7.47	30.31	0.0	0.0	0.0	0.0	66.32	100.0	0.0	70.61	63.79	37.26	32.71	26.54	2.33	0	2	2.04369797859	5.10149162073
Freeadvice-FreeAdvice17Sharon792.xml	119	90.79	0.0	0.0	0.0	7.01	0.0	0.0	81.84	100.0	0.706164818869	2.05	0.34	0.34	0.76	0.0	0.0	0	1	3.53082409434	6.1313870547
Friprog-RichardStallmanIOslo321.xml	247	9.69	1.08	7.77	0.0	28.62	0.0	0.0	56.72	100.0	1.47519218476	54.76	35.95	22.46	31.84	13.49	3.26	0	3	1.14737169926	5.59334063844
G14productions-NYComicCon219.xml	611	6.9	2.39	5.43	0.0	0.0	0.0	0.0	37.64	100.0	0.589305182403	32.42	31.83	17.87	14.3	13.97	3.85	0	3	0.642878380804	5.89322765186
GerryT-UNDRESSMENow835.xml	334	3.53	0.25	0.0	0.0	0.0	4.27	0.0	85.97	100.0	1.16533400265	15.58	17.78	8.73	6.83	9.05	3.53	0	1	1.43425723404	6.89415018584
Givethanks-GiveThanks5203.xml	45	0.0	32.38	55.6	0.0	0.0	0.0	0.0	87.98	100.0	9.87654320987	13.32	16.67	13.09	0.22	3.57	0.0	0	1	24.6913580247	6.76573631174
Golf-FujikuraGolfShafts917.xml	111	0.0	0.0	95.34	0.0	0.0	0.0	0.0	95.34	100.0	0.0	91.19	9.37	8.77	80.74	0.59	7.64	0	7	6.49297946595	7.88551478762
Golf-GolfTipStopTheThoughtProcessAndStartFeeling612.xml	16	0.0	20.44	0.0	0.0	0.0	0.0	0.0	20.44	100.0	0.0	49.0	71.25	33.25	12.4	38.0	5.1	0	0	234.375	7.63595094801
Golf-HammockBeachResort150.xml	330	13.52	6.52	11.26	0.0	14.91	0.0	0.0	61.95	100.0	1.65289256198	32.56	48.48	10.65	21.55	37.83	29.14	0	3	4.04040404039	5.70604166974
Golf-PerfectCurveShotsToTheGreenGolfTip751.xml	217	22.46	2.51	59.83	0.0	0.0	0.0	0.0	83.82	100.0	0.849455286797	85.91	61.34	48.64	36.09	12.69	1.1	0	3	4.45964025569	4.93562806922
Golf-PeterKrauseImprovingBallFlightVideo999.xml	281	0.0	0.0	0.0	0.0	0.0	0.58	4.65	90.39	100.0	6.45888476591	92.72	18.29	15.42	76.5	2.87	4.29	0	2	3.29276478262	6.5032750972
Golf-QolfGameHighlight190.xml	64	0.0	0.0	97.13	0.0	0.0	0.0	0.0	97.13	100.0	0.0	85.74	19.84	16.52	68.08	3.33	10.04	0	1	34.1796875	4.52062673798
Gov2events-ThePlatformForChangeTimOReillyOnGov20482.xml	238	80.28	0.0	16.83	0.0	0.0	0.0	8.29	88.8	100.0	0.353082409434	88.1	25.84	20.77	66.92	5.07	1.56	0	1	0.353082409434	6.4063615292
Gov2events-Web2ExpoSF09Gov2ExpoClayJohnsonTowardsAMoreOpenUnionW639.xml	3711	2.24	0.51	2.58	0.0	0.0	15.05	58.48	19.68	100.0	0.280288575241	95.13	16.68	13.37	81.73	3.31	1.52	0	3	0.129978380747	9.52196352634
Gvtvnews-Aug_29325.xml	1717	1.61	1.45	4.59	0.0	4.11	0.0	0.0	78.81	100.0	0.566468651387	58.73	35.55	14.89	43.81	20.66	20.14	0	3	0.359554952377	6.06803114246
GVTVNEWS-GVTVNews101207426.xml	1737	8.08	0.09	5.0	0.0	0.0	0.19	2.09	81.83	100.0	0.520355339724	51.53	31.72	12.09	39.38	19.63	28.75	0	2	0.2817210438	6.79160744405
Healthylemon-HealthylemonsNewsShow10913.xml	218	36.4	1.48	25.94	0.0	0.0	0.0	0.0	61.36	100.0	0.0	0.23	5.14	0.23	0.0	4.9	0.0	0	1	2.31461998148	6.4555865269
Healthylemon-HealthylemonsNewsShow6638.xml	336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.57	100.0	0.354308390024	32.13	30.36	21.31	10.53	9.05	0.27	0	2	0.885770975057	5.82243790449
Healthylemon-HealthylemonsNewsShow8843.xml	211	0.0	0.0	9.15	0.0	0.0	0.0	0.0	68.81	100.0	0.0	0.24	10.05	0.24	0.0	9.8	0.0	0	1	2.24613103928	6.69814194575
Henrichy0205blip-MuseumBrandhorstOpening866.xml	526	0.0	0.0	9.69	0.0	0.0	0.0	0.0	93.77	100.0	0.0361433590192	91.85	23.52	17.27	74.44	6.24	1.53	0	7	5.67450736601	6.06508122731
Iamthetrend-IATTTutorial130.xml	394	35.92	3.63	6.35	0.0	0.0	0.0	0.0	82.42	100.0	0.0	61.97	19.04	13.75	47.87	5.29	3.25	0	4	6.11971449921	5.03628583144
Iamthetrend-IATTTVEpisode17Part272709304.xml	795	11.28	5.76	3.7	0.0	0.0	0.0	0.0	84.57	100.0	0.791107946679	52.77	98.33	51.82	0.76	46.51	0.35	0	2	0.22151022507	6.14202468141
Iamthetrend-IATTTVEpisode951809699.xml	664	0.0	0.0	6.5	0.0	0.0	0.0	6.93	81.69	100.0	0.884562345768	81.24	58.51	44.04	37.1	14.47	4.04	0	4	0.703113659458	8.19024408385
Infowarriorchannel-The_Alex_Jones_Show_The_Obama_Deception__most_downloaded_film_ev276.xml	176	26.01	3.0	0.0	0.0	25.53	0.0	0.0	59.9	100.0	3.22830578512	0.4	12.67	0.4	0.0	12.27	1.08	1	1	0.322830578513	0.0
ItsHappening-NoPompAndStanceJeremiahSequel2165.xml	188	15.87	0.0	14.26	0.0	3.81	0.0	0.0	25.33	100.0	1.98053417836	27.85	79.63	10.71	16.22	68.91	0.64	0	2	3.39520144862	7.4077778501
Iusondemand-AmministratoriDiSistemaNeParliamoConLavvAndreaLisi754.xml	275	0.0	0.0	4.64	0.0	16.78	0.0	0.0	73.21	100.0	1.19008264463	3.51	0.36	0.26	2.86	0.11	0.01	0	1	0.661157024793	7.5662414954
JaimeEstevez-MadridOnRails908.xml	69	0.0	0.0	74.45	0.0	0.0	0.0	0.0	74.45	100.0	0.0	78.45	4.64	4.39	72.57	0.24	20.48	0	4	54.6103759714	6.26058451455
Jasonheath-BassBlogTVScreencast13009592.xml	463	0.0	0.0	7.97	0.0	7.97	0.0	1.96	75.06	100.0	0.97961925465	79.45	25.81	8.35	70.94	17.46	2.93	1	2	0.373188287486	6.95851687698
Jasonheath-BassForSaleContactToddMatthewsForDetails997.xml	153	0.0	5.21	20.89	0.0	0.0	0.0	0.0	26.1	100.0	0.0	2.15	1.83	0.51	0.78	1.32	0.0	0	0	0.427186124995	0.0
JeffBrooks-CarCraftNationalsPickingTheCover914.xml	171	0.0	0.0	0.0	0.0	0.0	0.0	25.27	72.73	100.0	2.05191340925	22.08	66.73	8.09	13.42	58.64	12.31	0	4	10.6015526145	5.92110691631
Jigsawfanclub-JigsawEp14Videoblogging410.xml	332	0.0	4.15	18.73	0.0	10.48	0.64	0.0	74.73	100.0	2.72173029467	77.61	43.22	27.44	49.94	15.78	6.39	0	1	2.17738423574	6.34058946541
Kelstew-NewMediaDouchebagsInPlainEnglish764.xml	125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.59	100.0	0.0	2.93	0.32	0.32	1.76	0.0	0.0	0	2	19.2	3.80932244132
Lauraflanders-GRITtvCommentaryMarthaBurk867.xml	100	0.0	0.0	89.54	0.0	0.0	0.0	0.0	89.54	100.0	0.0	94.93	16.4	15.86	77.02	0.54	0.48	1	1	1.0	0.0
Lauraflanders-GRITtvFeaturesChantixItMayBeHazardousToYourHealth994.xml	409	1.93	1.76	7.0	0.0	12.31	0.0	0.0	66.32	100.0	1.37493200065	24.54	10.54	6.12	18.18	4.42	1.31	0	2	1.01625408743	6.44593937459
Lauraflanders-GRITtvJuly92008369.xml	3482	0.61	0.85	1.88	0.0	0.0	22.12	29.01	39.82	100.0	0.144337944119	86.28	24.15	15.62	70.62	8.54	5.15	0	3	0.349710218894	6.33612540498
Lauraflanders-GRITtvMediaRoundtableJune232008976.xml	1376	0.0	0.12	0.79	0.0	0.0	1.41	23.89	73.22	100.0	0.316894267172	96.01	10.84	9.23	86.7	1.61	2.05	0	3	0.871459234724	4.69344677217
Lauraflanders-InterviewJamesPaulRECUT434.xml	547	0.0	0.0	0.0	0.0	0.0	0.0	11.46	86.69	100.0	0.868957818782	0.83	0.0	0.0	0.64	0.0	0.0	0	2	0.768693455077	3.83024899056
Lcalvobermejo-InterviewBruceSterlingWriterEditorAndCritic708.xml	231	0.0	3.35	13.75	0.0	8.27	0.0	0.0	8.83	100.0	0.749611139221	84.54	56.93	42.84	41.7	14.08	0.68	0	0	0.187402784805	0.0
Legourmettv-HowToMakeAGrahamCrackerCrust902.xml	173	11.58	7.97	31.13	0.0	14.77	0.0	0.0	45.39	100.0	1.67062046844	75.03	34.91	20.99	52.79	13.93	8.89	0	3	9.68959871694	5.75060993484
Lessig-LessigOnMcCainOnTech329.xml	1009	22.28	0.0	0.0	0.0	0.0	0.0	0.0	97.18	100.0	0.0	98.2	25.12	23.56	74.54	1.57	0.11	0	13	0.726857686176	9.50140103927
Littleindia15c-SimranSethiSustainableBusinessLectureAtLipscombUniversity441.xml	4482	0.0	0.79	0.91	0.0	0.0	4.31	52.95	38.64	100.0	0.130424021437	87.09	24.31	18.98	68.08	5.33	7.56	0	0	0.000995603217073	1.98644685913
Lopendvuur-LawnDownstream917.xml	261	0.0	5.6	0.0	0.0	0.0	0.0	0.0	5.6	100.0	0.0	6.52	94.79	3.16	2.83	91.63	0.43	0	1	0.58719044054	7.31997462629
Markwoo-TTNPresentsTTNDaily1132009835.xml	195	0.0	0.0	81.78	0.0	0.0	0.0	0.0	81.78	100.0	0.0	81.81	21.44	7.56	73.92	13.87	1.98	0	0	3.68178829717	8.27454113495
Marquisdejolie-TheHorn547.xml	140	0.0	6.94	16.41	0.0	1.98	0.0	0.0	21.36	100.0	0.510204081633	11.9	96.93	10.87	0.66	86.05	1.27	0	0	1.5306122449	6.65469675585
Mdtmusic-InTheNameOfTheFamilySuite496.xml	462	0.0	0.0	2.62	0.0	2.62	0.0	0.0	0.0	100.0	0.0	5.34	99.33	5.34	0.0	93.99	0.02	0	0	0.0	0.0
Mechbox-P90Disassembly757.xml	87	0.0	25.38	13.59	0.0	0.0	0.0	0.0	62.03	100.0	0.0	73.37	32.53	16.4	55.94	16.13	9.81	0	2	23.7812128418	7.06682809147
MeetCleaverTheatre-MCTShatterSavage425.xml	393	21.87	11.56	19.89	0.0	17.24	0.0	0.0	40.96	100.0	0.841701791529	53.15	66.9	28.47	24.07	38.43	8.2	0	2	2.78409054122	6.16710165853
Mikebogle-WebCamerasAreGoodMmmmkay875.xml	30	0.0	0.0	94.57	0.0	0.0	0.0	0.0	94.57	100.0	0.0	93.81	18.33	18.15	75.67	0.19	3.33	1	1	11.1111111111	0.0
Minorstudios-Jumpstart103108865.xml	356	0.0	1.7	93.63	0.0	0.0	0.0	0.0	95.32	100.0	0.0789041787652	68.51	70.25	46.55	21.68	23.7	7.59	0	4	1.8147961116	6.14977998711
Muzik4machines-MuddyMilfshakeMuzik4MachinesNewRoomIMovie743.xml	265	0.0	0.37	0.0	0.0	0.37	0.0	0.0	0.0	100.0	0.0	1.86	96.38	1.46	0.0	94.92	0.75	0	0	2.42079031684	6.38286531256
Naftalina-SonicSegaAllStarsRacing165.xml	83	7.54	11.93	0.0	0.0	0.67	0.0	0.0	17.95	100.0	2.90317898099	6.33	86.27	5.17	0.0	81.1	0.0	0	1	26.1286108289	7.55106493509
NickDutch-FreeTarotReadings291.xml	76	0.0	0.0	98.17	0.0	0.0	0.0	0.0	98.17	100.0	0.0	7.34	60.53	2.64	3.74	57.89	34.02	0	0	1.73130193905	0.0
Nzpsych-IndividualAndCommunitySupportsAfterTheCanberraBushfires291.xml	849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.86	100.0	0.0	98.59	6.94	6.27	92.17	0.67	0.55	0	1	0.166481456047	3.9924537064
Opiatefilms-SimonEmilyFHTAPromoHQ175.xml	144	17.4	10.4	0.0	0.0	11.34	0.0	0.0	48.76	100.0	4.82253086419	62.07	38.06	16.13	45.24	21.93	14.21	0	3	13.5030864197	7.35773328366
Palau-CityFest2009PresentationVideo582.xml	202	16.7	16.23	0.0	0.0	12.09	0.0	0.0	43.11	100.0	1.96059209881	43.65	68.96	23.63	19.44	45.33	9.12	0	6	15.4396627782	6.19061252392
Pepa-semanaDel27DeMayo237.xml	112	0.0	9.12	17.71	0.0	25.46	0.0	0.0	24.95	100.0	4.7831632653	9.08	92.86	7.88	0.33	84.98	1.55	0	1	5.58035714286	6.41780782296
Politicallunch-PoliticalLunch010308IowaCaucusAfternoonReport704.xml	175	0.0	0.0	6.09	0.0	0.0	5.72	0.0	92.11	100.0	6.20408163263	5.76	0.91	0.8	4.56	0.11	0.7	0	3	2.28571428571	4.84377425445
Politicallunch-PoliticalLunch011508597.xml	234	0.0	3.27	0.0	0.0	0.0	0.0	3.65	94.32	100.0	0.547885163269	4.65	0.94	0.56	3.65	0.38	0.06	1	1	1.27839871429	1.06619490141
Politicallunch-PoliticalLunch052808490.xml	283	0.0	0.0	0.0	0.0	0.0	3.27	0.0	96.33	100.0	3.62097166901	93.46	3.39	2.65	90.2	0.74	2.45	0	4	1.37347201239	5.61114560688
Politicallunch-PoliticalLunch081208TuesdaySnack407.xml	285	1.48	3.08	0.0	0.0	0.26	0.0	0.0	76.58	100.0	1.47737765466	78.84	27.47	9.4	69.26	18.07	2.74	0	2	0.984918436442	5.25818020825
Politicallunch-PoliticalLunchFlashbackTheEarlyDaysOf10in3846.xml	228	0.0	0.0	0.0	0.0	0.0	1.71	3.6	92.92	100.0	4.80917205294	92.97	3.25	2.2	90.01	1.05	2.49	0	3	2.69313634964	6.23279666987
Pox98-BoxeeForCES683.xml	56	0.0	0.0	97.07	0.0	0.0	0.0	0.0	97.07	100.0	0.0	35.49	3.04	2.15	31.43	0.89	0.0	1	1	3.1887755102	6.19440870554
Redmonk-MonitoringPanelAtBarcampESM08ITManagementPodcast03647.xml	1894	19.41	3.02	41.76	0.0	26.59	0.0	0.0	43.04	100.0	0.0919928323643	1.3	83.59	1.3	0.0	82.29	0.0	0	3	0.0250889542813	3.706967497
Redmonk-ScottHebnerAtRSDC2008RationalTeamConcertJazzMovingTow636.xml	607	0.0	0.0	0.0	0.0	0.0	0.0	14.45	85.49	100.0	0.43425277311	90.64	41.42	36.91	53.39	4.5	4.52	1	2	0.0542815966389	2.36822663209
Remove-DrivingThe2010FordFlexEcoBoost227.xml	204	0.0	3.6	0.0	0.0	0.0	0.0	0.0	77.51	100.0	4.08496732026	6.35	54.07	2.23	3.72	51.84	35.54	0	0	0.480584390619	7.4608830601
Remove-EasyLikeSundayMorning263.xml	313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.71	100.0	2.44975451418	72.29	55.65	34.17	37.93	21.48	5.94	0	0	0.102073104758	0.0
ReporterRoundtable-RREps220375.xml	1664	0.0	0.0	0.0	0.0	0.0	17.45	15.25	65.36	100.0	0.303370007397	87.11	12.42	8.66	78.36	3.75	8.95	0	5	0.516451322115	6.45714721258
